Away Pred,Home Pred,Away Actual,Home Actual,Away ML,Home ML,Spread,Over/Under
113.96742,116.361115,111,96,-550,400,7.5,230.5
115.08797,107.569275,110,93,-450,350,8.5,222
112.321686,115.67847,124,109,600,-900,9,220.5
115.075615,106.59691,116,99,-350,275,5,219.5
115.78009,110.23894,127,123,115,-135,3,219.5
112.64386,115.70167,111,117,210,-260,5.5,225.5
108.98091,112.326256,103,114,900,-1600,15,217.5
113.84825,112.90584,115,115,-190,160,3,220.5
113.88945,107.93614,96,105,-250,200,6.5,220
115.58611,111.450134,106,126,-130,110,3.5,225.5
109.71941,112.93069,114,88,275,-350,7,211.5
115.84181,113.95163,108,111,125,-145,pk,232.5
108.82598,107.84248,119,113,142,-165,4.5,206
114.163345,118.7178,113,127,125,-145,4.5,227
115.079765,114.58728,124,112,-150,130,1.5,231.5
114.361755,116.53645,129,90,-145,125,2,240
108.19127,114.9382,83,114,1000,-2000,13,222.5
115.252594,108.97896,148,103,-450,350,7.5,218
117.886345,107.22389,121,115,-600,425,9.5,219.5
110.64009,115.36153,124,103,240,-300,6,216.5
115.05832,109.85803,106,92,-120,100,2.5,231
114.11603,113.06283,124,125,1000,-2000,15.5,221
108.81116,109.195816,104,92,135,-155,3,206.5
114.515396,114.57628,95,94,220,-270,4.5,218
109.846146,107.96695,121,99,220,-270,7.5,208.5
116.04244,119.695145,122,108,450,-650,9,232.5
116.32704,116.96597,125,120,-265,215,6.5,239.5
115.030945,108.447525,112,113,-600,425,12,217
112.50735,116.792175,144,98,255,-320,7.5,230.5
106.531494,112.644455,106,116,650,-1000,13,218
116.26375,115.38846,118,130,-145,125,4,232.5
111.25873,113.84029,99,116,240,-300,6.5,214.5
112.45376,113.29994,125,100,-125,105,pk,225.5
118.74576,114.75078,118,111,-650,450,9.5,230
113.60572,115.55464,85,107,170,-200,4,221
115.65465,113.51482,124,115,850,-1500,12,226.5
114.80265,113.944435,114,110,166,-195,4.5,221.5
115.13562,108.577484,117,98,-540,410,10,215
115.692665,111.13246,118,115,172,-203,3.5,215
116.97681,114.88949,118,112,394,-515,9,227.5
108.60564,109.15278,98,112,105,-125,2,204.5
105.21305,115.983246,110,118,316,-399,11,228.5
115.66371,114.94935,123,131,-190,163,4,230
107.447266,106.81508,105,92,-300,245,7,208.5
104.27173,108.37558,103,121,-130,110,2,220
119.24435,115.428444,128,98,-135,115,8.5,235
116.041855,113.813446,124,115,500,-700,11,226.5
113.18698,118.57832,115,130,600,-900,12,229.5
103.85313,115.99255,120,132,425,-600,9,221
114.32698,116.849846,129,121,135,-155,4,235
109.674385,115.310005,99,105,700,-1100,12,224
116.0262,114.17816,108,116,450,-650,7.5,227
108.80974,113.221695,100,96,240,-300,6.5,212.5
119.14824,114.84221,135,110,105,-125,1,226.5
115.95395,111.037224,118,106,-220,180,8.5,220.5
109.2191,109.37135,99,116,190,-240,3.5,206
115.41109,114.80157,90,109,-170,145,3,223
106.91916,106.74338,101,92,142,-165,2,212.5
106.18604,108.5246,108,115,110,-130,1,221.5
109.23844,115.0584,121,124,225,-275,7,215.5
111.97216,113.172585,90,128,575,-850,11.5,218
114.31358,118.5455,90,137,325,-425,7.5,220.5
114.648285,115.604294,130,103,750,-1200,13,224
114.06784,114.98482,119,113,-250,200,5,227
114.65937,113.37872,136,106,550,-800,10,227
116.04001,115.749435,102,111,-200,170,3,236.5
115.94207,114.46774,121,121,-130,110,2,227.5
114.06123,111.077995,122,122,125,-145,1.5,223.5
114.062515,113.224495,117,102,170,-200,4.5,213
110.51262,109.71174,111,102,120,-140,2,205.5
113.22908,115.936935,130,113,-145,125,1,229
114.03286,109.06938,110,105,-105,-115,pk,212.5
112.074844,116.46535,102,102,-190,160,3,231
106.79777,108.36168,113,109,750,-1200,11.5,212.5
112.23737,109.3452,111,122,-650,450,11,220.5
104.925606,115.14748,96,132,525,-750,10,216
107.79381,114.95195,105,95,400,-550,10.5,228
119.447586,114.820656,116,103,-1400,800,13,227
119.10304,117.11551,131,122,-180,150,4.5,231.5
107.28009,114.58104,113,105,400,-550,10,228.5
115.86014,113.13405,115,115,-270,220,pk,223
104.54584,110.0713,89,108,155,-185,4,215
116.06294,113.693405,116,113,200,-250,5.5,216
108.03783,117.7158,104,108,1200,-3000,17,225
107.3545,114.59558,100,135,1600,-6000,17.5,220.5
114.20952,110.35593,112,108,-110,-110,1.5,215
112.92386,116.4915,90,103,550,-800,12,229.5
107.208435,113.792015,102,110,-160,140,1,216.5
109.00763,114.980576,89,119,200,-250,7.5,215.5
114.67352,109.575714,130,114,325,-425,7.5,226.5
116.14357,110.862335,109,97,-140,120,1.5,232
115.931076,113.88008,117,118,425,-600,10.5,224
113.84525,115.79172,85,114,-300,240,4.5,227
115.632965,108.70738,122,115,-650,450,9,226
113.78476,119.379,105,128,140,-160,7,233
110.31197,113.37631,149,117,145,-170,5,216
112.92483,108.614845,129,114,-425,325,9,219
111.94044,109.80832,113,110,225,-275,6,214.5
116.33583,119.819305,117,120,650,-1000,10.5,235.5
110.42026,114.68632,133,120,1800,-8000,18.5,222.5
113.50705,109.857315,133,97,120,-140,4,218
112.938126,113.53986,119,122,-1100,700,11.5,216.5
109.52308,105.14575,112,122,-110,-110,2,210.5
115.49419,119.42308,113,128,650,-1000,10.5,235
115.594086,114.74045,123,111,-300,240,4.5,230
114.93648,108.025406,112,96,-180,150,4,226
113.199585,115.865364,119,110,350,-450,1,217.5
117.41929,116.37599,126,98,550,-800,9,235
108.46512,115.01497,109,111,200,-250,6.5,214.5
106.17723,107.03582,113,96,110,-130,1.5,215
111.60595,107.35065,104,90,-450,350,6,220.5
109.45529,110.716965,113,129,300,-400,7.5,223
105.15758,108.76496,127,91,750,-1200,9.5,209.5
116.03637,114.39273,115,113,-500,375,9,224.5
115.68983,109.83356,116,109,220,-270,3,220
115.740486,114.7116,117,126,-350,275,6.5,229
119.83771,117.422485,131,133,-500,375,10,235
114.91775,115.2899,149,132,-150,130,1,228
113.27759,113.172356,108,109,110,-130,2.5,214.5
114.64453,115.4729,108,110,170,-200,4,224.5
111.0668,114.25563,96,107,180,-220,1.5,225
108.343834,113.32732,122,108,170,-200,3.5,218
109.66867,112.020004,116,124,150,-180,1,219
114.304794,113.431915,100,108,700,-1100,12,218.5
111.75335,116.450226,118,104,280,-360,4,225
118.4041,107.645355,112,93,-210,175,7,219
116.90085,119.67867,112,115,-200,170,2,230
108.10886,106.73004,100,96,-420,320,8.5,208
106.6278,116.034836,86,99,200,-250,8.5,223
116.12807,116.17424,129,104,130,-150,7,229
110.26012,113.024414,120,112,900,-1600,13,218
116.12665,110.90006,130,110,240,-300,9,210.0
114.11712,119.791885,137,79,1100,-2500,14,207.5
112.066315,114.54633,95,119,170,-200,3,200.5
112.453415,109.71764,97,119,500,-700,11,217.0
118.94466,119.58113,122,83,170,-200,3.5,229.0
105.05733,111.46437,123,93,170,-200,4.5,219.0
115.993,115.03552,106,100,-340,270,7,227.0
109.122925,110.37179,113,110,-140,120,pk,212.0
109.77602,109.59238,116,101,-160,140,4,196.0
108.40343,109.47778,97,124,120,-140,pk,208.0
109.849594,105.51897,93,96,700,-1100,11.5,224.0
115.10606,109.76279,112,98,-220,180,5.5,230.0
116.91658,118.026764,98,109,-150,130,3,195.0
108.65351,93.26843,87,87,650,-1000,14,218.0
114.347626,112.33878,115,102,-160,140,3,223.0
106.99007,112.78516,101,92,-330,260,7,203.0
131.50276,106.91239,126,100,110,-130,2.5,199.5
103.23731,102.416595,100,98,270,-340,9,196.5
111.94961,88.343475,107,83,160,-190,3.5,207.0
119.66263,120.9005,111,113,120,-140,1,210.5
106.512985,110.91031,104,108,100,-120,1,204.0
126.36236,138.18233,117,131,-280,230,8.5,206.0
118.8022,107.83466,112,104,-140,120,3,213.0
114.33824,121.65493,105,116,600,-900,10.5,231.5
113.2809,127.94871,108,123,-240,190,6.5,224.0
109.79557,114.739395,103,108,-125,105,2.5,214.5
123.483185,106.97458,131,100,115,-135,1,219.5
124.94029,107.447914,121,107,-240,190,5.5,204.5
109.10393,112.70464,107,101,-400,300,8.5,204.5
116.99314,123.15541,112,119,-110,-110,1,208.0
122.9415,111.44086,120,113,290,-380,6,210.0
109.045166,120.33949,101,105,115,-135,1,206.0
101.701645,112.535736,88,127,-115,-105,1.5,205.0
117.31059,133.46567,112,128,-135,115,3.5,215.0
117.86899,115.35099,113,112,600,-900,11,217.0
116.698395,117.75863,117,123,425,-600,9,204.5
120.076126,117.37567,124,119,-240,199,5.5,203.0
124.65488,106.52246,124,108,-215,180,4.5,223.5
128.34799,105.283264,129,92,148,-170,4,210.0
108.74591,109.58652,115,103,451,-606,10,209.0
120.05599,126.7835,116,140,912,-1600,13,222.0
110.95553,114.460335,91,98,-250,207,6.5,204.0
116.325806,122.72475,108,115,-315,256,6,211.0
117.31682,122.444984,101,118,151,-175,3,196.0
117.61383,130.08502,132,136,237,-290,6,218.0
116.51328,130.38718,113,121,-275,226,3.5,221.0
121.84679,120.55123,113,117,180,-215,7,192.5
110.578896,128.0753,131,123,-149,128,1.5,216.5
130.47081,114.20102,131,100,263,-325,7.5,224.0
116.440025,116.96194,116,118,-195,166,3.5,207.0
115.55405,142.94345,115,149,150,-174,2,215.5
124.89505,125.7532,115,133,292,-365,7.5,190.0
119.56476,116.78305,106,109,163,-190,3,231.0
111.78618,118.29926,112,111,207,-250,6,209.0
121.22991,119.57179,125,123,-152,132,5,209.0
114.67552,122.37362,84,112,-140,120,1,210.0
117.38698,114.887985,113,112,600,-900,12.5,198.0
123.10338,125.48707,132,124,145,-170,2,203.0
132.0762,115.74926,142,103,400,-550,11,218.5
107.246994,126.54849,92,112,105,-125,1,213.5
116.9046,126.99615,91,143,425,-600,9,204.5
123.16,125.28332,101,127,125,-145,4.5,205.0
112.66165,123.69947,86,133,375,-500,8,202.0
119.0974,132.41534,126,131,115,-135,1,224.0
105.72479,109.46256,90,120,-250,200,4.5,212.0
129.55339,108.40563,124,93,260,-330,8.5,210.0
117.83812,119.22536,112,110,145,-170,3,197.0
112.86433,115.81587,109,89,525,-750,14,225.5
125.90844,120.950005,123,105,190,-240,8.5,210.5
112.55504,136.25027,102,116,-350,275,6.5,219.0
125.63957,114.92882,144,87,-420,320,8,211.5
122.46875,123.80174,122,97,-200,170,4.5,213.0
121.12091,123.4185,104,112,190,-240,5,214.0
117.090645,123.44414,106,111,100,-120,3,205.0
116.740036,111.774864,116,103,135,-155,2,224.0
106.68779,121.03232,101,110,160,-190,3.5,222.5
113.14593,104.54875,113,92,210,-260,5.5,205.0
131.38527,115.595276,128,110,275,-350,8,207.0
111.6611,125.7953,114,125,170,-200,5.5,220.0
112.150406,132.75919,100,117,165,-195,3.5,198.0
122.733,120.22266,135,108,110,-130,2,195.0
132.84445,123.48149,121,96,135,-155,3.5,220.0
127.34178,116.91378,128,115,-220,180,7,203.0
116.53815,119.79028,132,107,-430,330,7.5,229.0
121.75531,116.6083,112,133,325,-425,8.5,197.0
110.50371,107.120186,96,95,180,-220,5.5,199.0
127.32544,116.407455,120,97,600,-900,12.5,215.0
131.16899,119.29347,111,114,650,-1000,13.5,218.0
127.77099,119.533966,111,119,200,-250,6.5,200.0
124.198715,118.99819,116,120,190,-240,5.5,209.5
124.743576,126.25081,116,113,-140,120,1.5,205.5
129.33936,119.63817,106,95,160,-190,5,216.5
115.25693,110.83804,114,100,-110,-110,2,216.5
116.122856,117.85451,85,105,-155,135,3,205.0
117.11911,119.570496,104,110,-155,135,3,206.5
116.69277,108.77867,89,109,425,-600,10,214.0
117.161316,120.54985,113,103,220,-270,5,218.0
112.845184,110.39859,92,107,-350,275,8.5,206.0
124.95886,117.84487,103,113,950,-1800,15.5,226.0
119.991196,108.117096,104,117,-110,-110,1,236.0
122.0491,110.416046,136,117,180,-220,4,217.5
124.05661,110.75977,123,91,650,-1000,10.5,233.0
118.64853,122.233025,113,109,-120,100,pk,218.0
115.92082,114.03402,105,96,-135,115,2,209.5
119.26721,117.267265,116,124,120,-140,2.5,204.0
129.35521,131.89719,111,149,-700,500,11.5,203.5
117.87543,127.685425,108,120,155,-185,3,201.0
116.7899,119.76773,113,124,575,-850,11.5,198.5
116.188324,114.37582,93,115,215,-265,6,201.5
119.77007,112.55175,113,110,425,-600,11,213.5
123.51167,117.32745,107,114,240,-300,9.5,208.0
126.71966,108.9631,124,108,225,-275,5.5,210.5
114.9713,121.910645,128,125,300,-400,11.5,230.5
118.52875,116.151855,108,136,300,-400,5.5,213.5
120.56436,118.98329,110,112,-240,190,5,215.5
128.86142,123.68533,121,104,-135,115,1,213.5
112.47472,114.026566,85,120,185,-230,5,227.5
116.40856,117.08078,107,107,-250,200,7,204.5
112.511826,117.58145,101,113,180,-220,4.5,217.5
121.912926,131.57532,128,131,400,-550,9,220.0
119.78259,107.858765,113,99,125,-145,3,205.5
123.791985,111.03087,129,90,-155,135,4,206.5
107.97587,119.84765,107,125,260,-330,9,208.0
114.69577,117.72638,111,95,190,-240,7,209.5
117.43288,115.7617,113,115,-170,145,3.5,226.0
113.973755,115.038376,119,105,330,-430,8.5,224.0
113.88243,120.76225,91,107,170,-200,4.5,206.5
117.1626,118.11458,100,110,125,-145,3,196.5
110.28975,114.08387,117,107,-250,200,5.5,217.5
116.48598,120.154816,119,122,310,-410,8,222.0
128.57738,126.07886,114,132,800,-1400,14.5,230.0
127.9149,120.95656,119,120,230,-280,5,208.0
118.41009,115.72989,109,111,210,-260,5,214.0
123.21339,126.96304,107,114,200,-250,5.5,213.5
127.51559,127.08709,146,113,215,-265,4.5,202.0
109.04953,108.71413,110,98,-550,400,10,227.0
119.35537,124.29481,99,110,450,-650,11,192.5
106.31639,119.258606,95,109,240,-300,9,210.0
113.40614,117.85086,118,111,400,-550,11,222.0
109.600006,116.359604,101,103,-160,140,2,199.5
117.92341,114.852196,118,99,115,-135,3,202.5
110.308,128.91039,100,116,-180,150,2.5,220.5
112.39046,113.2276,96,102,450,-650,12,209.0
115.675514,121.1482,81,120,711,-1100,14.5,233.0
113.20469,112.315,88,95,110,-130,2,218.5
124.88028,118.42807,95,134,151,-175,3,200.5
111.41586,109.17506,94,117,384,-500,9.5,217.0
123.76777,116.32129,121,88,-225,188,3.5,220.5
117.00004,121.73604,123,126,-105,-115,1,227.5
116.26306,117.62751,108,106,110,-130,2,211.5
116.56416,108.561676,122,102,-145,125,3.5,206.5
128.4179,122.52215,144,111,534,-750,11.5,207.0
113.38073,116.583466,115,102,-280,230,8,211.5
118.89856,111.79993,122,100,-260,210,6.5,200.5
116.26259,113.14085,97,94,230,-280,6,220.5
116.24658,125.06613,109,107,170,-200,3.5,205.0
118.01433,109.73953,115,101,-110,-110,1.5,217.5
119.649315,120.36757,110,120,-170,145,2.5,219.5
113.58701,124.26764,116,116,130,-150,4.5,209.0
115.20705,109.17146,115,102,110,-130,1.5,209.5
124.53466,125.79703,124,109,160,-190,3,208.0
117.623924,115.48963,119,111,175,-210,5,209.5
126.91858,129.47656,103,117,130,-150,3,217.0
110.77992,116.222084,98,95,145,-170,3,202.5
110.479095,106.06201,107,82,750,-1200,12,202.5
120.97224,123.86208,120,118,180,-220,5.5,212.0
114.80606,116.38203,103,107,-310,250,6,217.5
115.830894,115.086914,104,87,-1000,650,11,228.5
112.78941,118.010124,94,95,115,-135,1.5,211.5
115.09132,108.398544,100,96,-280,230,7,196.5
122.172516,116.388275,113,100,210,-260,6.5,224.0
116.42543,123.64,110,105,-250,200,7.5,211.0
111.18618,115.85381,116,117,170,-200,3.5,216.0
109.7119,113.79165,86,98,100,-120,1.5,211.5
115.92943,117.463974,98,102,255,-320,6,225.5
116.82286,127.936615,112,111,-290,235,7.5,197.5
128.02069,120.16083,134,105,-125,105,pk,198.5
117.50321,107.208855,133,89,270,-340,7.5,218.5
115.230255,117.18964,108,102,160,-190,4.5,208.5
107.07893,122.539474,109,107,-260,220,7,205.0
125.74069,125.576294,114,121,170,-195,4,212.0
108.50746,115.74762,80,88,-250,210,7.5,205.0
113.85303,123.20476,112,114,-285,240,6,212.0
128.55713,114.96712,126,110,220,-260,6,211.5
123.36645,116.78238,132,124,-400,330,8.5,232.5
112.7654,109.60859,110,89,600,-800,11.5,199.0
115.65633,122.95607,109,101,-800,550,12.5,234.0
109.14453,113.73018,117,112,-200,170,5,220.0
111.97878,122.42058,115,116,190,-240,3,207.0
116.50678,112.712845,111,99,200,-250,5,208.5
128.81721,122.12092,116,128,125,-145,2.5,213.5
116.94226,108.4762,123,112,210,-260,5.5,214.0
116.96887,117.08751,106,110,120,-140,1.5,214.0
115.03943,116.31887,100,110,-300,240,8,196.5
106.24783,114.58496,99,96,-135,115,1.5,215.5
115.5703,121.871864,96,86,-120,100,1,193.0
123.72255,125.27722,119,128,140,-160,4,208.5
109.67454,116.26727,115,116,-150,130,2.5,214.5
122.81371,109.57422,113,98,-130,110,1.5,211.0
107.935745,114.739044,115,114,140,-160,3,222.5
115.772995,127.22989,106,116,220,-270,7,213.0
112.344955,111.95235,98,94,-240,190,7.5,208.0
116.55414,115.63704,114,113,350,-450,9,204.5
115.33931,116.47146,96,103,185,-230,5.5,209.0
121.77388,123.07555,100,107,-150,130,2.5,210.5
108.953674,126.555435,88,121,130,-150,1.5,210.5
124.72175,117.7992,126,120,600,-900,11,229.0
111.71776,116.02892,89,118,350,-450,9.5,227.5
117.5507,111.27717,124,109,200,-250,5.5,196.0
114.583084,107.77692,99,101,-125,105,2.5,195.0
115.97798,123.620926,103,110,230,-280,7,216.5
109.99414,117.01839,113,117,-105,-115,2,208.0
114.55493,115.03285,103,99,-180,150,3,213.0
127.05079,112.25329,110,109,-240,190,4,225.0
113.05968,122.41454,96,121,155,-185,3,211.0
122.97656,114.36383,104,111,-130,110,6,221.0
116.99057,111.95482,120,103,-105,-115,1,209.0
121.22864,110.1182,104,116,300,-400,8,196.5
111.99933,126.38922,82,113,-105,-115,2,209.5
121.88135,116.97777,117,107,230,-280,8.5,208.0
112.001045,122.89665,103,100,-180,155,3.5,210.0
111.93018,118.2314,68,106,192,-230,5.5,220.5
115.12825,117.21966,107,119,207,-250,6,208.5
112.55832,113.63917,107,123,1098,-2200,19.5,215.0
121.6764,116.469284,116,115,-125,105,pk,216.5
122.73813,112.249695,116,104,135,-155,4,207.5
117.493706,121.163895,113,89,314,-396,8,204.0
125.374565,117.61558,86,118,-280,230,6,230.0
120.55942,112.01544,104,107,-260,210,7.5,211.5
113.56637,111.469696,93,99,105,-125,1,202.0
117.00585,124.247154,138,129,-270,220,6,200.0
123.290436,113.845184,126,111,500,-700,13,229.5
117.007324,109.384544,128,116,750,-1400,13.5,219.0
124.06644,117.64479,117,91,-160,140,2,207.0
108.63545,116.93705,112,112,180,-220,4,220.0
113.21768,113.288795,124,130,-190,160,5,205.0
124.4662,114.627335,109,111,-115,-105,1.5,199.5
120.46477,116.76768,96,104,145,-170,3.5,201.5
122.57758,113.30939,127,89,-310,250,7,195.0
112.016975,120.41843,86,119,190,-240,5.5,212.0
109.56868,116.05188,95,106,550,-800,11.5,227.0
111.58919,111.21518,98,97,199,-240,6.5,198.5
116.66475,109.040665,112,100,711,-1100,16,211.0
118.876434,127.67624,115,123,1453,-4000,16,228.5
113.56291,124.22601,104,125,160,-185,3.5,218.5
107.71917,118.399796,100,122,163,-190,4.5,215.0
116.99786,120.58973,110,112,-125,105,1,202.0
116.10931,115.46463,119,97,110,-130,pk,225.0
120.598305,113.76912,119,117,344,-440,8.5,194.5
123.18822,115.86197,122,131,-110,-110,pk,213.5
123.029884,116.69708,127,109,155,-185,3.5,210.0
122.23512,114.68741,93,119,180,-220,5.5,212.5
114.21637,113.082306,114,112,-270,220,7,198.5
108.73972,109.209785,114,83,-115,-105,1,207.5
113.049614,121.250404,121,117,190,-240,4.5,213.0
123.09749,111.004654,113,102,550,-800,12,218.0
115.64212,115.483025,104,88,500,-700,12,224.5
117.33288,123.23331,113,92,-1200,750,10,225.0
116.181114,112.44841,113,132,190,-240,3.5,218.0
121.66206,126.815186,118,104,100,-120,pk,201.0
116.87228,116.252106,98,87,-260,210,5.5,211.0
126.16393,119.448654,140,119,250,-310,5,213.0
107.921936,114.663376,98,126,350,-450,7,195.0
120.85666,112.7199,117,94,270,-340,8,204.5
112.332985,113.28615,109,108,-330,267,7.5,215.5
114.75839,116.301956,101,113,288,-360,9,210.0
114.00719,110.32373,92,124,462,-625,12,208.5
113.398415,116.38804,91,103,-120,100,1,200.0
111.93172,116.14108,126,124,151,-175,2,200.5
119.910446,121.95038,100,95,-115,-105,1,193.0
114.09421,112.99333,103,109,-155,135,3.5,193.5
107.93683,123.06505,104,118,115,-135,2.5,201.0
111.69289,122.06294,110,109,190,-240,4.5,211.0
111.57013,126.6021,116,143,-675,475,11,230.0
125.80155,115.82723,120,117,240,-300,6,215.5
121.94812,118.0003,127,123,-155,135,2.5,207.5
109.28223,119.267944,105,121,-110,-110,1,206.0
117.05295,122.46569,125,124,600,-900,13,215.0
112.25291,109.361,111,121,175,-210,4,220.0
112.67345,115.69632,114,119,550,-800,11.5,208.0
121.423386,122.88561,119,125,160,-190,5,207.0
115.85216,127.145065,111,114,145,-170,6,223.5
109.66321,115.33335,96,112,750,-1200,11,198.0
116.61673,118.261925,112,109,150,-180,4,214.5
125.45668,117.87249,109,107,250,-310,3,209.0
121.58465,113.27498,104,96,-900,600,11,225.0
118.58148,116.13939,112,102,-650,450,10.5,218.5
110.39257,117.20163,116,116,600,-900,11,213.5
112.74425,120.65835,87,90,-140,120,2,212.5
114.80823,109.56533,114,107,300,-400,4.5,199.5
122.75253,119.84021,112,97,-105,-115,2.5,217.5
110.58754,120.14888,83,116,175,-210,6.5,204.0
114.01625,122.22949,103,125,-500,375,10,211.5
115.51678,110.27843,129,96,240,-300,7,221.0
128.99725,122.0044,135,123,110,-130,2.5,210.0
114.82103,111.223854,111,117,500,-700,9.5,210.0
112.84059,121.797066,108,117,-145,125,3,203.5
112.540344,124.04014,104,114,-450,350,10,227.0
112.20414,112.808395,100,133,450,-650,10.5,227.5
112.01488,117.20224,108,124,145,-170,3,198.0
120.9445,117.3191,104,105,145,-170,1.5,200.0
114.26324,118.18811,103,118,300,-400,7,198.0
123.26564,110.61061,125,98,210,-260,5.5,203.0
113.70092,114.61453,124,115,1000,-2000,13,224.5
113.13783,111.63725,121,107,275,-350,8.5,204.5
110.90134,116.464584,88,125,-165,142,5.5,219.5
114.19873,121.321594,115,110,750,-1200,13,210.5
116.02135,114.725204,113,131,425,-600,9.5,210.0
109.592995,122.414116,104,104,-220,180,6,215.0
111.27975,126.25493,107,107,155,-185,2.5,203.5
115.471954,115.68309,108,102,180,-220,4,218.5
118.38765,124.59463,135,107,105,-125,2.5,197.0
110.665955,117.264114,95,98,220,-270,6,216.5
113.95517,120.134766,108,127,300,-400,7,197.5
112.632965,118.703476,110,100,-280,230,7.5,215.0
113.63303,119.26521,109,85,320,-420,8,221.0
121.66278,121.461555,115,112,-270,220,7.5,215.5
122.57626,123.95364,116,122,-250,200,5,208.0
110.25806,113.9165,83,124,416,-550,11,202.0
109.31009,115.41777,114,91,-240,199,5.5,212.0
110.90559,120.86934,101,108,-170,148,2,220.5
109.85111,117.73935,113,115,-200,170,5,201.0
116.61588,118.538376,128,104,230,-280,5,202.0
124.8402,115.895706,125,113,394,-515,8,211.0
112.96258,116.388306,94,100,105,-125,1,218.0
118.28032,120.29882,104,117,115,-135,1,197.0
112.84036,110.6037,112,99,190,-240,1,211.5
116.88323,119.5002,117,115,-135,115,2,212.5
113.5829,113.66693,108,89,-170,145,4,199.0
123.90254,110.57487,131,95,140,-160,6.5,213.5
123.10309,118.1515,128,107,190,-240,5,218.0
110.01426,115.801346,88,136,-130,110,3,206.0
114.58374,115.61449,128,128,-220,180,5,196.5
127.62517,113.805435,116,91,-105,-115,3,199.0
113.203705,120.7663,96,121,-230,185,9.5,205.0
115.61687,117.970894,125,98,-420,320,8,211.0
123.9121,122.11037,101,111,-120,100,1,201.0
122.91969,117.14076,133,103,175,-210,6.5,219.0
109.94463,118.258835,85,114,275,-350,8,207.0
111.26545,114.813805,119,106,225,-275,4.5,223.5
110.240555,120.371574,131,123,180,-220,6,205.0
118.54245,114.612656,112,105,-425,325,7.5,206.0
122.4129,114.57264,102,109,-240,190,8,200.5
109.04908,115.32136,95,88,300,-400,11.5,213.0
117.32099,118.285416,124,111,800,-1400,12,226.5
115.66561,115.027145,121,109,-250,200,6,216.0
122.11152,124.35792,110,119,105,-125,1.5,195.0
117.32153,115.28227,102,136,275,-350,6,206.0
117.34657,123.68164,113,106,-155,135,2.5,213.0
119.010635,117.159195,118,114,639,-950,11,219.5
109.31393,112.51365,105,110,-255,211,5.5,198.0
112.65324,114.45419,99,102,226,-275,7,208.5
120.65206,111.38219,111,96,166,-195,6.5,216.5
115.49879,112.132614,131,100,125,-145,2.5,211.0
117.53903,114.234436,110,111,171,-201,4,209.0
117.4677,115.62218,110,97,199,-240,8,209.0
122.47011,109.68526,128,99,-215,180,3.5,197.0
115.45531,119.51844,105,120,619,-910,12.5,220.0
123.09152,110.95029,129,95,-115,-105,1.5,213.0
116.88454,127.563286,83,134,115,-135,2.5,201.0
120.74042,115.76799,109,103,110,-130,2,218.5
115.84792,124.015564,111,126,-120,100,2,212.5
116.751495,113.295074,106,105,-850,588,10.5,216.5
119.2695,123.31554,103,103,263,-325,7,199.5
114.90432,115.59187,107,118,-180,150,4,207.0
109.54977,118.330414,105,102,105,-125,pk,214.0
114.87776,112.13396,91,139,450,-650,10,219.0
123.262276,115.93688,113,112,450,-650,12,212.5
117.28877,110.20298,114,90,500,-700,10,204.0
117.48503,120.75512,124,104,170,-200,5.5,198.0
120.95727,110.144806,122,105,175,-210,5.5,204.5
118.94885,115.58742,102,92,100,-120,pk,227.0
124.0336,128.08965,129,115,295,-390,8,213.5
109.892075,124.003006,96,132,185,-230,4.5,209.0
112.65732,113.48754,96,118,220,-270,6,200.0
113.25365,108.49241,90,86,300,-400,8,204.0
119.62026,116.29531,121,113,-185,155,3,210.0
117.1422,114.778625,107,117,105,-125,2,212.0
115.84441,109.33322,128,114,700,-1100,11,218.0
118.133575,109.283646,131,110,425,-600,9.5,208.5
114.04251,115.964195,91,106,145,-170,3,204.5
121.7027,114.19003,129,112,400,-550,8.5,210.0
112.805504,121.71395,115,86,450,-650,11.5,219.5
119.894684,111.43484,120,107,-240,190,5,194.5
114.30739,114.382324,106,100,220,-270,6,205.5
115.7329,118.731735,121,108,600,-900,11.5,219.5
124.42874,116.18421,103,111,-190,160,2.5,203.5
120.06947,114.38225,113,104,200,-250,9.5,197.0
112.68162,116.40118,118,133,-165,142,3,217.0
126.900604,122.37208,95,105,320,-420,11,200.0
124.12003,118.90753,116,133,600,-900,12.5,206.0
120.92332,110.60385,97,77,110,-130,1.5,213.0
112.473206,116.4594,90,107,105,-125,2.5,202.5
109.19889,116.2018,88,98,-130,110,1.5,209.5
115.917946,122.748795,105,105,260,-330,6,202.5
117.65618,112.91083,101,107,240,-300,6,208.0
114.02994,119.2238,121,111,650,-1000,12,213.5
111.19591,124.911514,116,104,-140,120,1.5,206.5
112.50412,117.34686,97,112,-230,185,6.5,219.0
114.662155,119.914185,108,117,150,-180,3,204.0
120.46754,109.648094,98,98,170,-200,4,210.0
118.55218,115.39401,113,104,600,-900,11.5,203.0
121.77582,121.6333,99,123,-115,-105,1,217.0
109.01994,116.1711,119,110,310,-410,9,207.0
114.88589,120.52832,102,119,110,-130,3,218.0
113.98041,109.39812,107,92,-200,170,4.5,213.5
113.80498,116.26081,106,101,350,-450,8,201.0
122.61696,123.264114,123,116,190,-240,4.5,207.0
125.43106,112.91235,108,109,180,-220,5,210.0
118.00367,109.56299,104,99,-135,115,1,210.5
117.73593,123.89449,122,100,105,-125,2,196.0
